MODULE_SN,JOB_ID,MODEL_ID,BOM_PN,BOM_PN_REV,DATASET_NAME,DATASETSTATUS,DATASET_ENDTIME,DATA_NAME,DATA_VAL,DATA_STATUS,DATA_SPEC,STATION,COMPUTER,ROUTE_ID,DATASET_ID,ATE_VERSION,Flag
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][040],-0.024,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][048],-0.036,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][056],-0.012,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][064],-0.007,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][072],-0.061,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][080],-0.042,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][088],-0.011,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][096],0.035,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][104],-0.031,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][112],-0.021,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][120],-0.054,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][128],-0.031,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][136],-0.035,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][144],-0.067,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][152],-0.021,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][160],-0.042,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][168],-0.074,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][176],-0.046,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][184],-0.044,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][192],-0.076,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][200],-0.059,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][208],-0.033,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][216],-0.095,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][224],0.058,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][232],0.082,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][240],0.017,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][248],0.031,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][256],-0.048,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][264],-0.06,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][272],-0.053,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][280],-0.025,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][288],-0.01,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][296],0.036,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][304],0.138,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][312],-0.015,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][320],0.01,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][328],0.003,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][336],-0.017,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][344],-0.012,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][352],-0.021,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][360],-0.017,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][368],-0.024,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][376],-0.057,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][384],-0.041,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][392],-0.005,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
